sample,gyro_x,gyro_y,gyro_z
1073500,-295.4302488941848,-291.04967434517954,207.74918193910742
1073501,-295.181910735906,-290.51503988063695,207.93217777801797
1073502,-294.994660740184,-290.501356120164,207.61825017738312
1073503,-294.4492068822253,-289.14158854232704,207.5054878313556
1073504,-294.87854547755535,-289.8728996398795,207.16987445057174
1073505,-295.13124056315996,-289.92149798654754,206.61393478648938
1073506,-295.1258231871398,-289.89673357955576,206.55550890562947
1073507,-295.4189686399184,-289.8766243841769,206.05549640097598
1073508,-296.3866099543465,-290.333637063913,205.3156831248045
1073509,-296.3543021328803,-290.9969950412337,205.75535720353315
1073510,-295.39680450589617,-289.9076556441293,205.35634029878165
1073511,-295.6064306453594,-289.0552880024282,204.78858388682121
1073512,-295.23410365439435,-290.0639872450672,204.80174804530293
1073513,-294.4961881735259,-290.2698188542292,204.8254074232486
1073514,-293.97469894092103,-290.7339974114242,204.3980491385681
1073515,-293.9564365754667,-290.70234068566106,203.95430849002878
1073516,-294.02519884428466,-290.0226037936953,204.20751457877756
1073517,-293.79473048558293,-290.6668123661055,204.36737858127526
1073518,-293.48390735051555,-289.75329619152393,204.70452763712717
1073519,-293.6686509588733,-290.22950002454326,204.54765174881177
1073520,-293.33004132321514,-289.9535261443398,205.06561341527268
1073521,-292.75727265939133,-289.82237771952384,204.49877222093667
1073522,-292.73821976479906,-288.8277559590837,204.44116982133733
1073523,-292.1642852756057,-288.31402823694117,205.11192056414984
1073524,-292.23386426456943,-289.5163417339393,205.0853390714288
1073525,-292.51450930428064,-289.17695640609037,205.5137005204646
1073526,-292.8292801863711,-289.5066377850359,206.02206001374037
1073527,-292.7126756676492,-289.14485175408106,205.69958293708947
1073528,-292.7853782330764,-288.9061758544072,205.91111452576942
1073529,-293.0672238849562,-288.33208850888207,206.38988738235466
1073530,-293.3534512066307,-288.1785699312186,206.46854812515434
1073531,-293.7972132860765,-288.2265505073235,206.30172805676293
1073532,-293.9274325140621,-287.81677207697123,206.4097844239046
1073533,-293.9010658676734,-288.0429455921998,206.76018569411045
1073534,-294.1385568160897,-287.3992221406737,207.176262178545
1073535,-294.1039715729587,-287.77494795479265,207.6819026515564
1073536,-294.22277923501076,-287.6761013533018,208.01009533949292
1073537,-293.8033751650053,-289.1659879796105,208.3185870323125
1073538,-294.2055610231131,-288.1098698838738,208.7504690795642
1073539,-294.4885178187088,-287.003870770368,207.85083271428428
1073540,-294.664162087571,-286.62670143200853,207.59243451282885
1073541,-293.74311543343345,-285.81408662693883,207.14304221335087
1073542,-294.2923689155009,-285.9229387564054,205.8725194664951
1073543,-295.06210155889084,-286.1070812729127,205.8535682221635
1073544,-295.0709238202311,-286.7213678499019,205.92359509254862
1073545,-294.820087113842,-285.9869836725065,206.1266432929039
1073546,-294.5298767554635,-285.6346911354214,206.9685595969186
1073547,-294.0925355638421,-285.45614567300885,207.0064464431454
1073548,-293.3203191930255,-285.2988513964084,207.7773727592963
1073549,-293.09707335863027,-285.5128512026299,208.67455969296557
1073550,-292.6359992303859,-285.232425625734,208.17591982412767
1073551,-292.7237319513991,-284.7974499012671,208.64275653752023
1073552,-292.0775818492544,-285.1922225169755,208.61579790205673
1073553,-291.34730622868,-285.3171584644161,208.76654790445428
1073554,-291.4174574721768,-285.28828640048266,209.45332920979774
1073555,-291.43431526648624,-284.9165269602106,208.32194491912188
1073556,-290.1863624914744,-285.33939350841393,208.43071877397037
1073557,-290.3361483515298,-285.46891637384937,208.51554231351773
1073558,-290.77732377743104,-285.90491131567643,208.32254650721922
