sample,gyro_x,gyro_y,gyro_z
1072000,-292.02922085822917,-276.9627465651249,197.3204094951361
1072001,-291.76171378124127,-277.0091481239305,197.26855953286577
1072002,-291.54312464253684,-276.5010609804459,197.26536566846713
1072003,-291.6494601800784,-277.3031388454954,197.09282236401367
1072004,-292.08723591840135,-278.01452055977074,197.05851147850115
1072005,-292.6499553828476,-278.25414084783233,197.13983584214634
1072006,-293.2599138230908,-277.8251138330408,196.38708117336773
1072007,-292.80795173123704,-277.60315028276756,195.80982325332957
1072008,-292.94861934579404,-277.6160613512284,196.71095228066352
1072009,-293.2086305188013,-276.9711591372694,196.01527522643065
1072010,-293.0979744739728,-277.47564806742184,195.48730512937416
1072011,-293.0140219032894,-277.76707008245927,196.11919968448
1072012,-293.32378215829885,-278.8166790368261,196.65107051185842
1072013,-292.7842512394634,-278.6067380713311,197.0591445991517
1072014,-292.1165171823871,-278.30912469402995,197.33099747867175
1072015,-292.5057165098695,-278.06555421296093,197.4527915710082
1072016,-293.97758429625907,-278.1785494574022,198.24809181836125
1072017,-294.1459317926047,-278.16558173098605,198.1609715590461
1072018,-293.02082241051465,-278.4967881657015,198.41335434932947
1072019,-293.06307330348994,-277.7386025136157,198.2492724654965
1072020,-292.58441242092414,-277.7111989517489,198.6739199068035
1072021,-292.5939203806711,-277.86224184893615,198.320076602912
1072022,-292.4878773845949,-277.85139695928183,198.18789526796468
1072023,-291.7452450342758,-277.1915645875425,198.44521510016364
1072024,-291.43212393417,-276.43896695272406,197.96078090979057
1072025,-290.3148239529745,-275.9735143978099,198.45304401782374
1072026,-290.860757383135,-275.64856867621296,198.48468205687914
1072027,-290.7724191642479,-275.7403584177089,198.75346541667201
1072028,-291.2777884246867,-275.8766296274543,198.0809810991877
1072029,-290.7455165240982,-276.11048010355756,197.50184278356917
1072030,-291.83247914106977,-276.72905757672584,197.19616814394425
1072031,-291.97771841816126,-277.21101690226084,198.20539558058482
1072032,-291.74058013969164,-277.4067065214131,197.70142175744738
1072033,-292.11752180615093,-277.2412119885663,197.4924960935872
1072034,-292.5195644726274,-276.38486060347657,197.203974129057
1072035,-292.68019274533185,-277.07348555448266,197.00610780370977
1072036,-291.4905937147404,-277.3066507835277,196.8548432314439
1072037,-290.95327847377416,-277.0713859094929,196.34510589029745
1072038,-291.28276714410043,-276.8175928485623,196.201365163325
1072039,-290.5011049174861,-276.9850518681595,195.02904959864173
1072040,-290.7413213400405,-277.8860200962414,195.6072579016576
1072041,-290.50399119958007,-277.8593741064435,196.1196757897081
1072042,-290.20487818740844,-277.9493161248845,196.65860870718896
1072043,-291.31866599094263,-277.32523436823743,196.38622857115405
1072044,-291.36391685748714,-277.0000249032881,196.91395301473406
1072045,-291.0618509879529,-276.70342714979876,196.55739867898203
1072046,-291.2634648048687,-276.93786760250845,197.32573051315796
1072047,-290.7870731856805,-276.87666909989105,197.55019579419962
1072048,-290.80486553637706,-276.2094828422768,196.53492566075894
1072049,-290.63609871911524,-275.1150318021131,196.48469312570487
1072050,-290.2364626325611,-275.34879547415045,196.59999498670808
1072051,-289.60280676706316,-275.07359761319265,196.0426738739056
1072052,-289.3251885790062,-274.34455856272183,196.2710870218354
1072053,-288.92346035961236,-273.5843863830269,196.29687599434254
1072054,-288.4849878283032,-274.2216812296773,195.99372135595215
1072055,-288.24393616942285,-273.7310589512428,196.16188791657498
1072056,-288.22583472164933,-275.3912622870051,196.02370306284095
1072057,-288.4392758689965,-275.51321936664937,196.66856467942446
1072058,-288.8160134831146,-276.33387839605956,195.57872166641607
1072059,-289.7815796839414,-275.425066280174,195.92023300328952
1072060,-289.6777761884594,-275.54462568681464,195.68559732438098
1072061,-289.1871868966927,-276.0622052557138,195.98765723137575
1072062,-289.83825990850556,-276.6736004700051,195.63160935236104
1072063,-289.8146453498594,-276.0850489119845,194.9419114138575
1072064,-290.0582041131472,-276.41063920145166,194.27598069875228
1072065,-290.4035276533359,-275.99673912511963,194.47725815824532
1072066,-290.73870148352904,-275.84629203020535,193.5886763199383
1072067,-290.1655776745588,-275.70803576416387,193.99730520214052
1072068,-290.1288257072437,-275.61184039657337,193.43022898126205
1072069,-291.1584491370657,-275.3017804958207,194.14230663874508
1072070,-291.3830700117055,-275.3701316729984,193.77080944019687
1072071,-291.76740926694407,-274.9036995974095,193.7125870703921
1072072,-291.1484978413251,-275.5708128368895,193.70463274369237
1072073,-291.640637127714,-275.7117621144333,193.86382937696837
1072074,-292.23309857800564,-275.7310310241994,194.58656752866202
1072075,-291.8412285156852,-275.32000789549824,194.52425388392902
1072076,-291.3916921681987,-275.6153559153947,194.57091446466137
1072077,-291.78569559871204,-274.5514655126728,195.13648104395594
1072078,-291.4130775913496,-274.6983259265663,194.82462169071005
1072079,-291.39897976556387,-275.18715972760623,193.82366438595653
1072080,-292.1373663216393,-275.3432566733357,194.00117917689943
1072081,-292.81319599917464,-275.10569395337427,193.5189681300779
1072082,-292.268390587637,-275.46970903751566,194.2008072927953
1072083,-292.48981984244483,-274.8703789965828,194.14275250295066
1072084,-293.2051905534481,-276.28587142779617,194.89975468663732
1072085,-293.2560308677976,-275.1213798966603,195.3934660835197
1072086,-293.20338059008753,-274.4162347110426,195.69669436774336
1072087,-292.9009006195184,-274.3102008354094,195.85492746282333
1072088,-293.2819774053628,-274.6645368897127,196.6562716291601
1072089,-293.5642110036109,-275.095755655369,195.59064975824305
1072090,-293.1248213889531,-275.1953355384949,195.3003828238084
1072091,-293.7399963887554,-275.7875599365479,195.04661742117742
1072092,-294.7263982328304,-275.63209867663863,195.56018240546774
1072093,-293.72405473189133,-275.11112610614686,196.34467108419423
1072094,-293.4582722282269,-274.649738352612,196.5714016865153
1072095,-294.00394963002594,-274.40343963449624,196.81416150583507
1072096,-293.70498926779044,-274.86473486274144,196.24051597224332
1072097,-294.1351422109084,-275.32129994301016,195.1881765700999
1072098,-293.63217085743025,-275.11762177921355,195.4008937813318
1072099,-293.51973141233293,-275.6552361303391,194.55057510798375
1072100,-293.27335446324025,-276.38378057088187,193.51352005542515
1072101,-292.88585099636964,-276.06942797553154,193.9591111222324
1072102,-293.14781288905505,-276.4603908073546,193.54031463576274
1072103,-293.513616476256,-276.08172986792624,192.86768098314232
1072104,-293.7886474423135,-275.8879852797553,192.75588749188142
1072105,-293.86541662252785,-275.40722901194346,192.25103097162176
1072106,-293.82359381730896,-275.3544275224539,193.30632229714595
1072107,-293.8786723604481,-275.01208546227394,192.94721189195215
1072108,-292.6533926637951,-275.1761667125156,192.37605931120166
1072109,-292.5669798478066,-275.14170560754536,192.50131562537092
1072110,-292.41490971657817,-274.69945231590845,193.45150143337216
1072111,-292.64633916100684,-274.64917459386027,193.348777007094
1072112,-293.7233336628365,-274.6683325250968,193.2871803443573
1072113,-293.3189049791841,-274.2589783035668,193.28272240610346
1072114,-293.584742239009,-275.01189194754875,194.00209887033222
1072115,-294.14035753092037,-275.1349837297323,193.08707541481218
1072116,-294.06316950332297,-274.81412114803595,194.09805137707986
1072117,-294.0851199098695,-275.10564080849076,193.73080717378926
1072118,-294.2797421704497,-275.91149668010934,193.85684209509395
1072119,-294.18771826271035,-276.79569542387054,193.15973303782087
1072120,-294.8362088291471,-276.9540235855458,192.66080606654847
1072121,-295.2101176772125,-277.1375812502582,192.88816376278092
1072122,-295.8440489013368,-277.20679638108334,192.8263091004507
1072123,-295.2053833640278,-277.50682185524283,192.5641565353008
1072124,-294.57926181855623,-277.4020892525583,192.53676153187587
1072125,-293.6006042424111,-277.02559632801757,192.1577440078363
1072126,-293.03375733285884,-276.81255552710724,191.77367830789802
1072127,-292.6725650653309,-276.3086326165384,190.74633560207755
1072128,-293.4510776880141,-276.51413059886266,190.44981143443718
1072129,-294.2933672659713,-275.92779328485693,189.91441617899747
1072130,-294.0687349352632,-276.76496733969054,190.1447451702172
1072131,-294.1122914661471,-276.8861553041158,189.984878555021
1072132,-293.10803233963406,-276.6774391329674,190.2066286184669
1072133,-293.03594571372133,-275.81383290622665,189.68665375345523
1072134,-292.53681253721527,-275.5556344536614,190.22876881515745
1072135,-293.0680253492861,-275.33896921011547,189.98143612193243
1072136,-292.971406912891,-276.2242273018589,189.73591977714744
1072137,-292.4497510867131,-276.0139648393871,189.83856618023543
1072138,-291.682742806783,-276.56841751829865,190.4340208965177
1072139,-290.92722616497616,-276.59605310719,191.08641051606065
1072140,-290.96678329463583,-276.11289605832246,192.2223389348552
1072141,-290.3428225994151,-275.9574378350913,192.90732329335358
1072142,-290.43640119341086,-275.0304353655287,192.1832604010241
1072143,-290.18775593911425,-275.7220085791365,192.77542130787958
