sample,gyro_x,gyro_y,gyro_z
1052500,-285.5210624888253,-258.44171734514487,275.422732418222
1052501,-286.43418560815223,-258.56761609094883,275.3146173232743
1052502,-286.2705540143959,-259.0869804622254,275.2513282767827
1052503,-286.86088052037655,-260.08823423771645,275.27772638301406
1052504,-287.33251694529184,-259.9741746371717,275.77461194458726
1052505,-286.83131284244666,-259.586449835156,275.56974430478846
1052506,-286.6229255717618,-259.42342609209015,275.7836485486787
1052507,-286.0816052750341,-259.1863854967562,275.7785830595976
1052508,-286.5251769611145,-258.99229873134857,276.02230223133853
1052509,-285.98848823448924,-258.36126884408424,275.65576849445
1052510,-286.4881216166918,-258.71753821431736,275.57860041892553
1052511,-286.82995807833737,-258.6195711182757,275.3747741525892
1052512,-286.86613655335645,-258.2453135172566,274.10418259538795
1052513,-285.7913899823184,-258.48841098011815,274.69293961343374
1052514,-286.53461581676027,-258.70628953899313,274.3801964643679
1052515,-286.6093158910907,-258.326506109497,274.72052288064845
1052516,-286.6139721162174,-258.39957691555645,274.87675352727405
1052517,-286.7195916563573,-258.9343662642155,274.3056117760044
1052518,-285.9820304555029,-259.06778705113044,274.6413092684829
1052519,-286.02200088974786,-258.57577869131245,275.03546780882544
1052520,-286.60159703364997,-258.0158709264878,275.81555084902226
1052521,-286.22812775726044,-258.9036351914474,275.40878220438094
1052522,-285.9800974872922,-258.0881869192213,275.17511678387433
1052523,-285.8351561974153,-258.43134669752584,275.4521132130636
1052524,-285.4971357883096,-259.4005533365244,274.51572183252694
1052525,-285.80466578460545,-260.2833844747914,273.83799424885854
1052526,-286.1818582165534,-260.6044421272855,274.0471099093037
1052527,-286.27024988753095,-260.50482108989627,273.6057701519383
1052528,-286.70485989878256,-260.3188613424883,273.9418098218698
1052529,-286.1444468214484,-259.7056896407244,273.9896518894711
1052530,-285.2820379476321,-259.58127458893375,274.5318284287358
1052531,-285.64543964070066,-259.6827878358278,274.796636079285
1052532,-285.3555581752055,-259.7959258375496,275.2500500164623
1052533,-285.2460083240898,-260.0481228052193,275.2194879914858
1052534,-284.74778929978584,-260.48894834790633,275.99138880663946
1052535,-284.0085339864136,-261.0938517862185,275.6401335639433
1052536,-283.98263963697053,-262.0023384844167,275.65061246706676
