sample,gyro_x,gyro_y,gyro_z
1069500,-282.26352733531826,-296.98085086994314,202.57630177317589
1069501,-282.97901520481247,-295.6476364041183,202.01529142178867
1069502,-282.8432759311213,-296.07888671116996,201.75721032852346
1069503,-282.71205898412285,-295.9378970751799,201.21782036856234
1069504,-282.01216768895006,-296.6386708504922,201.91546041386465
1069505,-282.1732448364646,-296.72859615668,202.39382885710023
1069506,-281.7753758968734,-295.9719225607428,202.33999100913908
1069507,-281.50057969529036,-296.0140001022639,202.35528767719595
1069508,-281.1656919194353,-296.17976626751573,201.83413486985393
1069509,-281.6099119012573,-295.688514997809,201.60368019462115
1069510,-282.0606542886955,-296.28199917992526,201.15262756860147
1069511,-282.90358080928223,-295.52068722297787,200.93158753052603
1069512,-283.5299704350134,-294.79562831174735,200.6279552693938
1069513,-283.7902080963436,-294.67104754835213,201.01457328761433
1069514,-284.29291234722757,-293.68156152911183,200.77558129975253
1069515,-285.1585360612337,-294.5009916671064,201.5930140986482
1069516,-285.2830453939455,-294.1472044764635,201.9507391176278
1069517,-285.8267959997673,-294.26714603503694,202.0476342373545
1069518,-285.818927176511,-294.90192307247827,201.82695980296103
1069519,-285.89714277851846,-294.87032408019644,201.7767584168546
1069520,-284.9293948172892,-295.58531153135914,201.8163384511693
1069521,-284.29533773917785,-296.0368123669101,203.2018501521762
1069522,-284.18832528711187,-295.64132647914977,203.49054075881654
1069523,-283.8874315240868,-295.059197355434,204.94248292312338
1069524,-284.6550879434434,-295.40297571084443,205.2147081020143
1069525,-284.7386778860327,-295.4048595149553,205.03417988089745
1069526,-285.24838413547917,-295.52269787343425,204.89715784237256
1069527,-284.602722761891,-295.1817349818553,205.18704720289972
1069528,-284.590604900173,-295.62751560265895,204.57512420793884
1069529,-284.56941161897964,-294.7213755416371,204.9137331832892
1069530,-284.6154059412674,-294.50670468100594,205.05004508616977
1069531,-285.3965621742552,-294.2098400090202,204.5266147539581
1069532,-285.37566701177536,-293.51810621574305,203.77817610559484
1069533,-285.35201767405437,-293.71659915390904,203.36618981500308
1069534,-286.63187607922436,-294.3650253428598,202.69234492709677
1069535,-286.12828624187966,-294.93143145882954,202.54211461473193
1069536,-286.10546740557976,-295.22813040066615,202.72920330716966
1069537,-285.6417974075056,-295.1075695984076,202.9894358061775
1069538,-285.5233945117379,-294.8689604896014,202.62666120585797
1069539,-285.67205284778584,-294.5405813023352,202.71951366836183
1069540,-285.94685436830014,-293.9384314804888,202.9849274592924
1069541,-285.912294146729,-294.0659471712765,204.09665975944193
1069542,-285.4172887328717,-294.93056500147327,204.53457433645178
1069543,-285.61810024642637,-295.2296676594057,204.74080712190198
1069544,-285.5134210914311,-294.4886772655193,205.31722492235173
1069545,-285.9299025941045,-294.9499273503328,204.9714554148615
1069546,-285.986654554722,-294.71025424371084,205.4514129019566
1069547,-285.9011943457818,-295.3840379439204,204.997074765645
1069548,-285.74985049447133,-295.16124340340673,205.24141402101543
1069549,-285.9844492177461,-294.8888279913031,205.39550825474598
1069550,-285.9959205458368,-294.51459708949767,204.439890669928
1069551,-285.5504052976172,-294.40400644426194,204.9836134519411
1069552,-285.6597511597493,-294.39794014828135,204.73920057932511
1069553,-284.86532357387074,-293.9936384600053,204.46062533151144
1069554,-285.3452169705535,-294.50710110086874,205.17256982385862
1069555,-285.49353777326684,-294.39407852622895,205.0791765548849
1069556,-284.64637508152487,-293.9576549921836,205.73468202760222
1069557,-284.76601562721333,-294.01921492466255,205.5171271224448
1069558,-285.2132455635179,-293.74851648392894,206.0451473028607
1069559,-285.3605623130821,-293.66367237015305,205.79121596105503
1069560,-285.4700426668255,-293.56295512638366,206.34983763535882
1069561,-284.922656906326,-294.1899029810036,206.91581157656546
1069562,-284.32551849703935,-294.62934850321057,206.50427953858062
1069563,-285.0419184934722,-294.19165674379974,206.70245764316593
1069564,-284.9664719783338,-294.0169168922352,206.83811057633812
1069565,-284.6446660823007,-295.3980126948551,207.6665543974294
1069566,-285.00210457973805,-295.1117550076243,207.62657124991907
1069567,-284.54186395708064,-293.97156160992694,207.44646400325726
1069568,-284.13544412165015,-294.4726464583697,206.587410211365
1069569,-283.8514581851919,-294.4253434833043,207.07569391415458
1069570,-284.74026696371703,-294.9482238383494,206.5911724795007
1069571,-285.3113626146507,-293.9533020669227,206.23302001403772
1069572,-285.24389987873985,-293.29712321612016,205.9560250118471
1069573,-285.2319918875211,-292.6319816921598,206.1839513430883
1069574,-284.90451105768074,-292.694850404092,206.63974680360658
1069575,-284.6436176339824,-292.36837986765426,206.84893091480495
1069576,-284.3154728952815,-292.1422079581092,206.85163146547654
1069577,-284.2548478643679,-292.2936883717346,206.69469803902425
1069578,-284.416691333227,-292.5935974083748,206.60753634927275
1069579,-285.15240410357194,-293.007153055766,206.7886728105414
1069580,-284.31553152715793,-293.92855672720117,206.4492752916723
1069581,-284.3773621227563,-293.7581554766753,206.07610870551952
1069582,-285.0937445044202,-294.4461271311996,205.62434453877324
1069583,-284.796700980692,-294.5639309017971,205.23142667663058
1069584,-284.96149242577377,-294.6025386671742,205.57851300233932
1069585,-285.5737925345641,-294.75938202722654,205.44469171453218
1069586,-285.18573309671433,-295.38210750403226,205.4380840288294
1069587,-285.293449955655,-295.0687648790913,203.99566416694654
1069588,-284.61314311790926,-295.4745291040849,204.20790096230363
1069589,-285.5677214186384,-295.37686073371157,203.9690959891294
1069590,-284.8794675356125,-294.99157004301037,204.280814135031
1069591,-285.2334819119522,-294.53844057661723,204.51950796495882
1069592,-285.11524002365593,-295.82210029131534,205.1235573298726
1069593,-285.9731734348409,-295.85160328944903,204.92343812037834
1069594,-285.5046253197013,-296.08337574291454,204.54840782082803
1069595,-285.1596454463124,-296.82796446110285,203.63500157899205
1069596,-284.00807231639544,-297.6409735085038,203.74321513195494
1069597,-284.2766591017951,-297.61360821858693,205.13850809833335
1069598,-284.47270528379187,-297.4410086400776,204.69833051721253
1069599,-284.749207534845,-297.42962580797297,204.13367509894385
1069600,-284.7908211404314,-296.9016898416182,204.0195483813962
1069601,-286.0709117866786,-296.0755541390835,203.76020401913033
1069602,-287.7495017150491,-295.30755261052326,203.37167328101918
1069603,-287.99038011202964,-296.16348937381514,203.53806423270024
1069604,-288.8651766593491,-296.10075799299506,203.91158791125906
1069605,-288.33849258413414,-295.6248119238588,204.2191954067069
1069606,-287.9966738058048,-295.32217585373974,203.93972143230036
1069607,-288.2423192622549,-295.36583529422444,203.4744767990709
1069608,-288.5556774996627,-295.94858883748924,203.0457925688105
1069609,-288.93851614759564,-295.96118041909045,203.7766863309504
1069610,-288.3809811124208,-295.97357587421396,203.36021106869222
1069611,-288.55153363811627,-295.525297587121,202.59778859078705
1069612,-288.4350211004434,-295.85051912752624,202.5063270707944
1069613,-287.81764789749406,-296.324286182237,203.2762398666194
1069614,-287.86010562427566,-296.3405989367842,203.5041311910741
1069615,-288.4649519785121,-295.9390241547173,203.23507488980013
