sample,gyro_x,gyro_y,gyro_z
1046000,-365.2976193022948,-246.55716083972843,233.28076843761667
1046001,-364.71700841974024,-246.88315210956094,232.48350182783415
1046002,-364.2540824264179,-247.25116905703584,232.40449472996136
1046003,-364.09094529305725,-247.259317552021,231.34973705941053
1046004,-364.2879069334779,-247.70892181218144,231.1543767406509
1046005,-364.45197233114146,-247.50935492212795,231.03090959546242
1046006,-364.351056180942,-247.61053933616552,230.70622076239408
1046007,-363.9349599450218,-247.8702061334167,230.79139830091796
1046008,-363.816507470966,-247.74627969366114,231.1604999089288
1046009,-363.671856841078,-247.56457174653417,230.5523751949421
1046010,-363.9941217200841,-248.39020760333813,230.31298335744313
1046011,-363.8911419450885,-249.14344028680318,230.78280527652117
1046012,-364.6667656671823,-248.68357844618754,231.5745534099489
1046013,-365.2486759188158,-248.35361072566965,231.23793050787853
1046014,-365.1156394515177,-248.75089809148378,232.11846706764658
1046015,-365.3230663064464,-248.4560906576409,231.79850559049595
1046016,-365.63786751057734,-248.44078292956095,231.8263575439902
1046017,-366.0192998883194,-248.83444116384106,231.900163021565
1046018,-366.06150289864206,-249.59333533189164,232.53305643497868
1046019,-365.73549911777906,-250.03359940687787,232.62607348684568
1046020,-365.23585529523535,-249.5129115863639,232.4663158557876
1046021,-365.70675028239737,-249.4695042736232,232.33534931506068
1046022,-365.0718635454063,-249.49578488694712,231.72590892637328
1046023,-364.9046545868835,-249.818792514932,232.03096411715214
1046024,-364.65979378241803,-249.87960655203506,232.42696663328945
1046025,-364.1720924692357,-251.00138466622025,232.65891001902915
1046026,-363.7957720749764,-250.7796389999352,232.7583839773105
1046027,-364.51060163336575,-251.4124608782975,233.4381851709906
1046028,-364.6756630715315,-250.99822527175849,231.94706081955638
1046029,-365.2215156330573,-250.6655310376461,232.16273736466025
1046030,-365.5399956822872,-251.26385239866104,232.3526694143809
1046031,-365.92721380496766,-250.64976472157474,232.07721213672508
1046032,-366.01283403518215,-249.90654064872393,232.3995372263208
1046033,-366.00698530127715,-250.38072882149302,233.06726774919832
1046034,-365.2073353310602,-250.212723089569,232.6436225928872
1046035,-364.50332891932146,-250.33292740055506,231.93693481938823
1046036,-365.51223073196604,-249.55163844395884,231.96951322244726
1046037,-365.1558014701902,-249.1822634250552,231.52767615607672
1046038,-366.148329805515,-248.98622811694608,232.4091735213923
1046039,-366.24500592379326,-249.53229258019869,233.14491263639934
1046040,-366.44494539850695,-249.85307596454055,233.15575900839832
1046041,-366.3097837770813,-248.2846480014318,232.84603832411284
1046042,-365.7536367581148,-247.94977684327017,232.44122608766628
1046043,-366.07140348333957,-248.15198027308327,231.32300442663143
1046044,-366.3943954058989,-247.94264520638419,230.74085575959938
1046045,-366.6063427765924,-248.09167412771626,230.2443366891229
1046046,-366.79525482896685,-247.68662099442537,230.0995691793334
1046047,-366.7354528952263,-246.9749768913454,230.36799234405635
1046048,-366.7580436734613,-246.59358532844922,230.3485245632114
1046049,-367.0252018448486,-246.81749958350903,230.12080545376645
1046050,-366.91356781986786,-246.80053296346648,229.5265546590717
1046051,-367.20438099089864,-246.0356551692273,229.39129363169252
1046052,-366.5668811199955,-245.4183512602875,230.06720326669375
1046053,-366.64740768213574,-244.72624332566588,230.38631708816425
1046054,-366.65901521507686,-244.50629579573607,230.63857607522976
1046055,-366.06649837936095,-244.68845921799348,230.8058583507118
1046056,-366.0367149526414,-244.4280258632802,231.1873356461212
1046057,-365.5311598635172,-244.79701975586994,231.4316333815548
1046058,-366.02008651071685,-244.43622489973353,230.93114213060977
1046059,-365.6923830353902,-244.4155971407668,231.1222366914443
1046060,-365.43898431709675,-244.53887857271098,231.48728572004686
1046061,-365.380753488824,-244.02364739949505,231.47643683457335
1046062,-366.00459688897905,-244.73393571544455,231.24093946075067
1046063,-365.6883438275483,-244.8955647377942,231.39085986037742
1046064,-365.22534221119844,-244.37621803772765,231.0430896303084
1046065,-365.0707561140494,-244.18145766221394,231.21375083076015
1046066,-364.85729366783795,-244.53015026335174,231.1957181158116
1046067,-363.94537032949654,-245.5632621014545,231.31954756241873
1046068,-364.19626920945456,-245.6453377163379,230.97213331903717
1046069,-364.22945573726486,-245.59591574922084,231.18140306178452
1046070,-364.91845195505056,-245.94115623764324,232.63457722177884
1046071,-364.52160337105465,-246.48260759900185,232.42284810266798
1046072,-365.63694431095956,-246.22024577352812,232.00546502575364
1046073,-365.97120378461705,-246.1820973898202,232.16386977690252
1046074,-366.3136747366492,-245.73559861387514,232.2344454173534
1046075,-366.01453016248126,-246.1265801084561,232.25512649584076
1046076,-366.4430362234845,-246.12008047178512,232.28052675548412
1046077,-365.37948283887556,-247.24173470149907,232.41104138432217
1046078,-364.2297826248578,-246.7844030680694,233.13857208244323
1046079,-363.5816322495005,-247.37151019131068,233.18401451048413
1046080,-363.0906414416921,-247.16135505457873,232.12816540003058
1046081,-364.35824942793647,-246.9792765308202,231.7949027640869
1046082,-365.2496091591919,-247.3464631353883,231.5930156628662
1046083,-365.28076345620883,-247.80526633416773,232.70554099749256
1046084,-365.7964995053656,-248.15033183225358,233.03161187841084
1046085,-365.4032991716661,-248.24714570150635,233.79971125242054
1046086,-365.2566391869339,-247.5729372502069,233.79244899824192
1046087,-365.871880871866,-246.90279353422923,232.95172751570303
1046088,-365.96136701413616,-246.9647782414975,233.07806362962236
1046089,-365.71250530190287,-246.1325895094703,233.6802985849931
1046090,-365.58097582425694,-245.9810304587974,233.8114143131467
1046091,-365.37985994865767,-245.8522378806858,233.59319299931173
1046092,-365.9157018885308,-245.05508164272848,233.6738815336767
1046093,-366.31841641872796,-245.1533207821573,233.39868710514244
1046094,-366.93855718284317,-244.32658024253877,233.49618323963963
1046095,-368.0091328885342,-244.87270748928657,234.09953162723366
1046096,-367.64168792058217,-245.21310419398725,234.64486306220937
1046097,-367.20264190994396,-245.14143485590088,234.73945782810785
1046098,-367.20568685165375,-244.85458015338165,234.57661286056015
1046099,-367.09033009876106,-244.6560292617819,233.93007044139438
1046100,-367.4592704323955,-245.14499812897088,234.18213960784593
1046101,-367.3002253080373,-245.4152162808503,234.60636205244944
1046102,-367.8580896450588,-246.0038064927704,234.2434971733618
1046103,-368.0609685138741,-246.34469900981057,234.0695881711003
1046104,-367.74308600292,-246.01305606201782,234.34353713382816
1046105,-368.3120083945242,-245.83140326109182,235.0350386139347
1046106,-368.86111846956385,-246.35376259236295,235.28953712938184
1046107,-369.15034079363943,-246.36968427576096,235.7379258133933
1046108,-369.2113212377765,-245.65191899073753,235.89776176867448
1046109,-370.11493904642856,-245.59069036311044,235.6939422595691
1046110,-369.76592036757836,-245.1656810594771,236.00556240551404
1046111,-369.7016939255686,-244.7346180883431,235.89166430967563
1046112,-369.9120656433848,-245.60231255667935,235.7997579820719
1046113,-369.72634560459164,-245.58769335520012,236.94052719744676
1046114,-370.261369050658,-245.49659813795785,236.72732030737492
1046115,-370.18959055469867,-245.97522833259234,237.9687811089122
1046116,-369.3453535175629,-245.51993296973885,238.4438268363428
1046117,-369.2236771360212,-244.4506703218657,238.01313457816585
1046118,-368.72439631454773,-245.2816831635253,238.67331969248107
1046119,-368.51363713810997,-245.07441758046073,238.63770284726814
1046120,-368.13531146032506,-245.12560069357158,238.69891622723932
1046121,-367.7738754494043,-245.11195946743797,238.65642758499175
1046122,-368.2197828914001,-245.00781130293038,238.7208346964226
1046123,-368.0981501355108,-245.6588891696707,238.16538174732977
1046124,-367.89479278987693,-245.48010415526343,238.2765949782034
1046125,-367.7419227008601,-245.12624221636764,237.9448386551834
1046126,-367.38350819634786,-244.87304844436724,237.47344732821279
1046127,-367.57847957959865,-244.45486807225157,237.5424214875956
1046128,-367.9286133486969,-244.095339371983,237.57527945248586
1046129,-368.10580440365527,-244.34983382733273,237.34988397019322
1046130,-368.24367257744797,-244.5518723587113,236.93554683012354
1046131,-367.74115735117084,-245.02725702283286,237.54305527080135
1046132,-368.0679895252065,-244.8178242186007,237.1957044044475
1046133,-367.4967317086129,-244.9907484583691,237.44270947191922
1046134,-367.67936321282986,-245.09364860821393,237.084532902196
1046135,-367.4456886439051,-245.26796906406918,237.18049950641648
1046136,-367.4077785645978,-245.54692026265707,237.09195753910535
1046137,-367.5049941330314,-246.25574872943125,237.85100529312882
1046138,-366.6465591413244,-246.95731704989907,237.71985231628733
1046139,-366.51212888199876,-246.91604893950154,238.29553214060618
