timestamp,x,y,z
2025-09-22T23:52:31.326,-0.8595184087753296,8.14028549194336,3.9911341667175293
2025-09-22T23:52:34.337,-0.31364041566848755,11.724405288696289,-0.009576806798577309
2025-09-22T23:52:37.343,-0.5674257874488831,8.724471092224121,-4.0294413566589355
2025-09-22T23:52:40.368,1.4867992401123047,11.068394660949707,-1.2282254695892334
2025-09-22T23:52:43.390,0.2992752194404602,9.05247688293457,3.928884983062744
2025-09-22T23:52:47.439,0.42377370595932007,8.980650901794434,3.825934410095215
2025-09-22T23:52:50.489,0.3447650372982025,12.102689743041992,2.808398485183716
2025-09-22T23:52:53.542,0.26336219906806946,9.8784761428833,-3.5482068061828613
2025-09-22T23:52:56.575,-0.5267243981361389,12.416330337524414,1.3120225667953491
2025-09-22T23:52:59.609,-0.28969839215278625,8.882488250732422,4.417302131652832
2025-09-22T23:53:02.653,-0.49320554733276367,8.760383605957031,4.259284973144531
2025-09-22T23:53:05.700,2.118868589401245,7.539340972900391,0.2801215946674347
2025-09-22T23:53:08.737,-2.8443117141723633,2.9688100814819336,0.569819986820221
2025-09-22T23:53:11.779,1.278503656387329,9.08838939666748,2.0183119773864746
2025-09-22T23:53:14.805,2.8443117141723633,15.717934608459473,4.132391929626465
